Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Integration EAI /API Developer,"Create a high-level design of an end-to-end integration solution. Define the flow of data between the applications that must be integrated, mapping business process activities to the applications that support them, and drafting a data object. Unit testing the changes and supporting the integration testing. 

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-11-02T00:00,2024-01-31T00:00,Open - New,9,7,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Architecture,Custom & Integration Architectures,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Integration EAI /API Developer,"Create a high-level design of an end-to-end integration solution. Define the flow of data between the applications that must be integrated, mapping business process activities to the applications that support them, and drafting a data object. Unit testing the changes and supporting the integration testing. 

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-05-04T00:00,2024-01-31T00:00,Open - New,9,7,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Architecture,Custom & Integration Architectures,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,No SQL Database Administrator,"Administer, develop, test, or demonstrate databases for a specific Platform. Perform many related database functions across one or more teams or clients, including designing, implementing and maintaining new databases, backup/recovery and configuration management. Install database management systems (DBMS) and provide input for modification of procedures and documentation used for problem resolution and day-to-day maintenance.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-05-01T00:00,2020-07-31T00:00,Open - In Process,9,7,Software Engineering                    ,Platform Database Administrator,Technology,Technology Specialization L2,Architecture,Architecture Strategy,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Developer,"Implement the configuration management plan as directed by the Configuration/Design Lead. Assist in the design of software configuration and customization to meet the business process design and application requirements.

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2021-05-03T00:00,2023-07-31T00:00,Open - New,9,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Developer,Implement the configuration management plan as directed by the Configuration/Design Lead. Assist in the design of software configuration and customization to meet the business process design and application requirements.,2021-01-01T00:00,2023-06-30T00:00,Open - New,9,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Database Developer,Implement the configuration management plan as directed by the Configuration/Design Lead. Assist in the design of software configuration and customization to meet the business process design and application requirements.,2020-05-01T00:00,2023-12-31T00:00,Open - New,9,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Solution Architect,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-05-01T00:00,2021-01-31T00:00,Open - In Process,9,7,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,Backfill,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Scrum Master,"Act as an enabler for the effective functioning of a software development team using Agile Methodology. Is also a custodian for the Agile process and ensures all scrum processes are used as intended. Protects the team, removes barriers to successful implementation, and keeps them focused on the task at hand. Helps the Product Owner maximize productivity. Maintain the backlog and release plans, publish reports to ensure the product owner is updated about the team's progress.",2020-02-24T00:00,2020-06-30T00:00,Open - Need Project Feedback,9,7,Software Engineering                    ,Scrum Master,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,PIPO Interaction Designer,"Create systems and frameworks to organize information and help users understand how solution or service will work and behave over time. Employ user centered design processes, conduct ethnographic research and usability testing to identify user needs. Integrate and address user needs and balance them against business, brand and technical goals and needs. Communicate solutions, usually in the form of models, wireframes, documentation, or prototypes across platforms.",2020-02-16T00:00,2020-03-31T00:00,Open - In Process,9,7,Design                                  ,Interaction Designer,Technology,Technology Specialization L2,Pegasystems,Pega CRM,0,0
Accenture Security , Security Practice,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Senior IT Security Architect,"Job Description: Role Requirements:
	You will be embedded in the development team but work closely with the organisation's IT Security specialists to ensure compliance with security standards and integration with the enterprise security framework,
	Provide technical leadership, direction and advice to stakeholders to resolve complex and sensitive technical issues and compliance processes,
	Apply a breadth of expertise and exercise a high level of influence on areas of IT security,
	Develop security documentation and implement strategies to configure, administer and maintain security,
	Maintain the integrity of IT security processes by ensuring compliance with ATO policies and processes, whole of government regulations (such as PSPF and ISM) and other relevant statutory requirements.
	The candidate should be a good communicator and should be capable of communicating with senior program managers and ATO Architectural governance forum audiences, as well as with fellow team members.",2020-05-01T00:00,2021-01-31T00:00,Open - Need Project Feedback,9,7,Cloud                                   ,Cloud Operations Engineer,Technology,Technology Specialization L2,Cloud,Cloud Operations Management,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Brisbane,Health & Public Service ,Yes,No,CBR Soln designer 1,"	Facilitate communication and understanding between project Scrum team and Business 
	Gather, analyse and translate functional business requirements into User stories and tasks
	Focus on business needs, engage and assist product owners to synthesise business requirements, write Acceptance criteria for User stories
	Work closely with developers in scrum team to achieve functional and technical goals
	Liaise with other designers, solution architects and other SMEs to understand current and future state system interactions and integration 
	Complete User Interface and service design documentation where required
	Assist in test script creation and testing to give hand to test capacity 
	Assist the Scrum Master with scrum team sprint planning, any ad hoc tasks and agile ceremonies",2020-02-03T00:00,2020-06-30T00:00,Open - Need Project Feedback,9,7,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Microsoft,Microsoft Web Development,0,0
